date,time,Annotated tweet,Class,Your class label
16-Oct-12,9:55:08 AM,@CRNC Hey Guys! The reason why I am  voting  for Gov.  Mitt  is because he is a  Problem Solver ! Now I want you to read ...,1,
16-Oct-12,9:55:13 AM, Women  for RR😘RT @ScriptureGuide: Poll: Women Boost  Romney  5% in  12 Swing States   http://t.co/IMsmLSij via @sharethis,1,
16-Oct-12,9:55:17 AM,"@CapehartJ Ryan foiled by camera, microphone http://t.co/LNpuMK8H … … For me this shows the real  Romney  to be a  pretender/liar ...",-1,
16-Oct-12,9:55:18 AM,@pg_darling right now  small businesses  are hurting because of  regulation and taxes .  Romney  will cut those regulations/taxes,-1,
16-Oct-12,9:55:25 AM,@stiNgo100 @TomKludt women turned to  Romney  in massive numbers. He may now  lead among women ,0,
16-Oct-12,9:55:25 AM,'Arithmetic over Illusion' MT @IsCool: President Clinton Explains Mitt  Romney 's $5  Trillion Tax Cut  http://t.co/NfVz5rby,-1,
16-Oct-12,9:55:29 AM,"Yes We Can! RT @aquarharris688: Blacks dont suport  Romney  bcause of his  policies !! Say wht u want, not abt ego! U cant fool us. Obama  2012",1,
16-Oct-12,9:55:34 AM,Each new day  lies  before us like a sheet of untrodden snow Take care how U thread upon it for ever mark will show. Mitt we watch. # Obama !,-1,
16-Oct-12,9:55:38 AM,It's about time! The  Romney  campaign has *finally* released the details of their  tax plan . What does everyone think? http://t.co/1UexLr6K,0,
16-Oct-12,9:55:38 AM,President Clinton explains  Romney ’s false claims on  taxes  from the first debate vs. #TheRealRomney’s tax plan. http://t.co/klWSzSSz,-1,
16-Oct-12,9:55:40 AM,President  Obama  should show up to the  debates  tonight and set a lie detector on the table. That should freak  Romney  out. Mitt is a liar,2,
16-Oct-12,9:55:47 AM,@KarlRove The  Romney  campaign used a Bain style hostile take over of a Ohio soup kitchen to gain Paul Ryan an unsanctioned photo op.,0,
16-Oct-12,9:55:50 AM,President Clinton explains  Romney ’s false  claims on taxes  from the first debate vs. #TheReal Romney ’s tax plan. http://t.co/PFHCcVah,-1,
16-Oct-12,9:55:52 AM,"RT @EzKool: Tonight, Liberal Mitt  Romney  will once again throw Conservative Mitt  Romney  under the bus. #p2 #tcot #gop # Romney  # Obama ",2,
16-Oct-12,9:55:52 AM,Washington Post fact checkers not sold on  Romney 's 12 million jobs-to-be-created number. Bet this comes up tonight: http://t.co/yxRGGsmB,0,
16-Oct-12,9:56:00 AM,"When # Romney  tells you that he doesn't control the  Super PAC slush fund , he is lying. Most of these PPL are MormonS http://t.co/8eqtm8Nm",-1,
16-Oct-12,9:56:04 AM,Don't hate me cause I'm voting for  Romney  hate yourself for entrusting your  vote  in  Obama  dumb ass,2,
16-Oct-12,9:56:13 AM,I dont understand how  women can vote  for  Romney ,-1,
16-Oct-12,9:56:15 AM,"How a  lying   Romney  can  convince 50% of Americans , when he has given no plans- only flip-flops is scary. Duped Voters. #GOP",-1,
16-Oct-12,9:56:23 AM,".@SeanTrende A great way to burn through that would be for  Romney  camp to air  30 min special nationwide , like  Obama  did in late Oct '08.",2,
16-Oct-12,9:56:28 AM,.@justinwolfers @michaelrstrain Isn't  Romney  supposed to be a  numbers guy/analytical  ace? Then why did he propose a  plan  w/o doing the math?,-1,
16-Oct-12,9:56:33 AM," Romney 's  idea of being ""Tough On China""  is to invest in Chinese Companies and move millions he makes to Luxembourg!!! #RomneyWrong4America",0,
16-Oct-12,9:56:42 AM,Curious if  Romney 's  tax plan  could work? We crunched the numbers -- find out the answer: http://t.co/Vx532VKd #romney #obama,0,
16-Oct-12,9:56:46 AM,Will  Romney   score  another KO tonight. Weigh in. @foxandfriends,1,
16-Oct-12,9:56:51 AM,@cnn schedule to call the  debate  for Mitt  Romney  to create TV rating,0,
16-Oct-12,9:56:55 AM,Four ways Mitt  Romney  will set  women's health  back. http://t.co/QMrIM3uY,1,
16-Oct-12,9:56:55 AM,"@JohnFugelsang The bigger the audience (eg. Network tv) the more # Romney   lies  &amp; then retracts, but Network tv barely covers retractions",-1,
16-Oct-12,9:57:01 AM,@NicdotMartin good on you for voting for  Romney  haha,1,
16-Oct-12,9:57:03 AM,"@huntinthoughts haha exactly. And  Romney  was like,  bald eagle  ...merica",-1,
16-Oct-12,9:57:08 AM, Mitt Romney  finally releases  details of his tax plan ,0,
16-Oct-12,9:57:12 AM,"Rubio says hes  comfortable  with  Romney  ending  Obama 's  deferred action  will end because  Romney  will ""replace it"" with other reforms",1,
16-Oct-12,9:57:18 AM," Romney  could propose a not-impossible  tax plan , but that's not a defense of his actual tax plan. (h/t @ObsoleteDogma)  http://t.co/PQsT9KTJ",0,
16-Oct-12,9:57:19 AM,@lindajkillian Well that is disappointing. I'd rather he  endorse  no one than endorse  Romney  or  Obama .,2,
16-Oct-12,9:57:23 AM,"Will Hillary  Debate   Romney  in her adopted son, @Barack Obama 's Place? What A Piece Disgusting Of Work! #p2 #tcot #masen #mapoli #bospoli",2,
16-Oct-12,9:57:54 AM,"@kylejack It's a question of who is *more likely* to start a war. Both are  bellicose  on Iran, but  Romney  is much more bellicose.",-1,
16-Oct-12,9:58:06 AM, Romney 's  plan  is an even more absurd exercise in flim-flam than we thought: The Morning Plum http://t.co/YgXTSOim,-1,
16-Oct-12,9:58:06 AM,Will be live-tweeting the proceedings in the second round of the  debate  between Mitt  Romney  and Barack  Obama  tomorrow #PMTDebate,0,
16-Oct-12,9:58:23 AM, Romney  isn't clueless. He's evil.,-1,
16-Oct-12,9:58:31 AM,@NumbersMuncher I see that  Romney  is up 13 points with white Catholics in Pennsylvania in this poll.  Bad news for Barry.,1,
16-Oct-12,9:58:35 AM,FUN FACT: Mitt  Romney  would become the  first man to be elected President  after telling half the country to fuck themselves....Andy Borowitz,-1,
16-Oct-12,9:58:44 AM,@DTLAL  Romney -Ryan  Medicare :  Privatized System  Would Raise Premiums For Recipients: Study http://t.co/Row9ihvb via @HuffPostBiz,1,
16-Oct-12,9:59:09 AM,Yall  Romney   supporters  need to learn that he don't give a fuck about yall....especially  NIGGAS  smh,1,
16-Oct-12,9:59:13 AM,Ryan:  Romney  and I support  Social Security privatization . THAT WOULD BE DISASTEROUS FOR AMERICANS! http://t.co/WMeCj9PS   &gt;&gt;&gt;&gt;&gt;  PLEASE RT,-1,
16-Oct-12,9:59:20 AM,"Say a Prayer For Peace - Hey, rednecks. You want  Mitt Romney  so 3 or 4 more  wars  from him will give us lots of warriors dead and wounded.",0,
16-Oct-12,9:59:38 AM,"@lukewilliamss Mitt  Romney  and Barack  Obama  are neck and neck in the  race for the White House , so when the latter appe...  #lukewilliamss",2,
16-Oct-12,9:59:53 AM, Romney 's  central jobs  argument exposed as fraudulent - https://t.co/vhKRrvpn @snipit,-1,
16-Oct-12,10:00:01 AM,"Worth Repeating!! ==&gt;&gt;""Is Mitt  Romney  Mentally Ill?""  http://t.co/rptwHqWl  via @rmuse #ConnectTheLeft # Obama 2012 #p2",0,
16-Oct-12,10:00:02 AM,"@AnnDRomney Is  Mitt  any less of a loser, then he was  4 years ago . What has he done to change from that?",-1,
16-Oct-12,10:00:05 AM,Why is  Romney  hiding the details of his $5 trillion  tax cut ? http://t.co/b0IrlCvE via @AMERICAblog,-1,
16-Oct-12,10:00:07 AM,"Despite sanctions being genocide, tonight's  Foreign Policy debate  will show  Obama  and  Romney  both claiming they would use tougher sanctions",-1,
16-Oct-12,10:00:12 AM,@Jeremy10036 Good news Jeremy. We need a few of us to show the  real poll results  of this election to counter this Beltway  Romney  pimping.,-1,
16-Oct-12,10:00:14 AM,@marcylauren:  Romney  reveals plan to  outsource Congress to China  http://t.co/4ImsI6fT via @sharethis Hilarious! Let's do it!,1,
16-Oct-12,10:00:14 AM,@Sugarrbunny This is it:  Romney  campaign citing partisan sources as  tax plan proof  -   http://t.co/2rjVfODJ via @msnbc,0,
16-Oct-12,10:00:15 AM,"WOW RT | High praise, indeed: Mitt  Romney   banner hung on Willis Tower  - Chicago Sun-Times http://t.co/ncjfc6xe",1,
16-Oct-12,10:00:16 AM,Will SW PA tip PA to  Romney ?  Miners come out against   Obama .Vote Mitt  Romney  @http://www.youtube.com/watch?v=SzU3oZLV8Hw&amp;feature=share,1,
16-Oct-12,10:00:18 AM,: Basis for  Romney 's  tax plan  questioned http://t.co/2z3o6bFt #gop games,0,
16-Oct-12,10:00:19 AM,"Alec Baldwin:  Romney  Politicizing  Benghazi , Ambassador's Death - http://t.co/irF6n1hg",-1,
16-Oct-12,10:00:22 AM,"@kilmeade @foxandfriends my prays are definitely with Mitt  Romney , the  truth  will prevail.",1,
16-Oct-12,10:00:23 AM,Positive thoughts all day for  Mitt . #RomneyRyan2012,1,
16-Oct-12,10:00:34 AM, Romney :  I Refuse to  Borrow from China  to Pay for Anything except More Military Spending &amp; Tax Cuts for Rich!  #RomneyWrong4America  #p2,0,
16-Oct-12,10:00:35 AM,"Sadly, no. RT @jesseltaylor: You would think  Romney 's entire  economic policy . being a sham would be a story.",0,
16-Oct-12,10:00:57 AM,"High praise, indeed: Ironworker hangs Mitt  Romney   banner on Willis Tower  in Chicago http://t.co/EeXG1G7N",-1,
16-Oct-12,10:01:03 AM,A humble call to action to all prayer warriors today for the future of the USA and for Mitt  Romney  to outdo himself in the  debate tonight .,1,
16-Oct-12,10:01:07 AM,"You  care about the deficit ? Then you are  voting  for  Romney , right? @stuffthatilike @OhadSzepsenwol @Stiljustme",1,
16-Oct-12,10:01:07 AM,"@dov_rosenberg Dov, let me be clear. One can be vs poverty (who besides  Romney  isn't) AND think it shouldn't be used against  kids  in pub ed.",1,
16-Oct-12,10:01:13 AM,"@PoliticsNation  Romney  worker says parents of "" illegitimate "" children should be executed. http://t.co/MVzqrYUx",0,
16-Oct-12,10:01:14 AM,"Say what? Reagan's budget director, David Stockman, says the  Romney/Ryan   budget  is malarky. http://t.co/UnmuBYip",-1,
16-Oct-12,10:01:23 AM,Why is  Romney  hiding the details of his  $5 trillion tax cut ? http://t.co/SE53ZUaJ  #p2 #topprog,-1,
16-Oct-12,10:01:36 AM,"'When  Romney   fists his wife , he calls it 'givin her the Mitt' #zing @EagleMurphy",-1,
16-Oct-12,10:01:37 AM,Will the real Jake Gyllenhaal please stand up? Jake's Twitter hoax cast him as a  Romney  fan ... http://t.co/keRTsFxO,0,
16-Oct-12,10:01:47 AM,I predict Mitt  Romney   will win the  election . Make your own prediction!  http://t.co/iLosKaED,1,
16-Oct-12,10:01:52 AM,@RichardLui What has  Romney  done differently in his life. To make him not the  loser  he was 4 years ago?,-1,
16-Oct-12,10:02:00 AM,"@JimEKey Beloved, Romney  will  build OneWorldOrder ,  rebuild Babel ,but we hav a City that will never b destroyed. #JesusTweeters #tworship",2,
16-Oct-12,10:02:09 AM,"@nytimes haha. * Obama  Voice* ""Now, let me say this...""",0,
16-Oct-12,10:02:19 AM,Detailed explanation of the  Romney -Ryan  tax plan  http://t.co/UvOZp4BR,0,
16-Oct-12,10:02:43 AM,@jennafnc @JohnScottFNC -- All @Mitt Romney  needs to do tonight is -- throw  Obama 's  (2008) broken promises - back onto his -- GULF COURSE.,2,
16-Oct-12,10:02:43 AM, Romney Wins First Round of  Three Debate Heavyweight Championship Battle  http://t.co/IKe3sEy8,1,
16-Oct-12,10:02:57 AM,'its autumn..so go outside and watch the beautiful changing of mitt  romney 's  opinions ',-1,
16-Oct-12,10:02:59 AM,"Why people who care about  Vietnam vets  should never, ever vote for Mitt  Romney  - http://t.co/dqOqXhui …",-1,
16-Oct-12,10:03:02 AM,@barack obama  Ask  Romney  About  Sensata Tecknologies &gt;  http://t.co/p3SVPtjK …,2,
16-Oct-12,10:03:07 AM, Romney  Plan Doesn't Raise Middle Class  Taxes : http://t.co/rWtb1EOf #RomneyRyan2012 #tcot,0,
16-Oct-12,10:03:08 AM,Ryan/ Romney   supporters  have arrived. #hofdebate http://t.co/CpZDBDjf,1,
16-Oct-12,10:03:10 AM,"Yes, &amp; amen. RT @DavidLimbaugh: A humble call to action to all prayer warriors today for  Mitt  to outdo himself in the  debate tonight .",1,
16-Oct-12,10:03:18 AM,The New York Times: “Mr.  Romney  needs a working calculator.” http://t.co/o1KKLkkP,0,
16-Oct-12,10:03:32 AM,"@AC360 @andersoncooper you really need to be asking that Cooper?  the math does not add up, &amp;  romney  is a lying snake in the grass  wake up!",-1,
16-Oct-12,10:03:34 AM,"@maddow  Romney  worker says  parents of ""illegitimate"" children should be executed . http://t.co/MVzqrYUx",-1,
16-Oct-12,10:03:38 AM,@EdDrantch4 Ask  Romney  why he and Bain are closing #Sensata and sending those  jobs to China  right now.,-1,
16-Oct-12,10:03:49 AM,"For first time,  Romney  has higher  net favorables  than  Obama .  #MemesYouDon'tHearMuchAboutAnymore http://t.co/MAMR3yis",2,
16-Oct-12,10:04:05 AM,"@Politicolnews  Ignorance is bliss !spoke to woman who said "" romney>/e> doesn't really mean what he says so I'll vote 4 him""WTF??!?",1,
16-Oct-12,10:04:06 AM,"@DavidLimbaugh I have a 10 yr old son. I solemnly do this,as I also pray  Mitt  getting the  USA strong  will pacify the global evil uprising.",1,
16-Oct-12,10:04:08 AM,Here are the rules for Tonights #Debate2012 http://t.co/lFA1768w 21 pages of pure bullshit,0,
16-Oct-12,10:04:26 AM,@davidaxelrod 2Nite  Debate  is vry important 4 Mr president 2 remind American ppl his plans next 4yrs n  Romney  has no record of  creating job ,-1,
16-Oct-12,10:04:30 AM, Romney  will create 12M  jobs  if elected!... the same amount projected to be created if he werent. MAGICCC  http://t.co/fC4C8WHm #FightForJobs,0,
16-Oct-12,10:04:37 AM,.@shortwave8669 @allanbourdius that's not hypothetical.  romney  said he's all for it if the rest of the world is on board. UN will force it.,0,
16-Oct-12,10:04:37 AM,The only difference between  Romney  and  Obama  is  Romney  can't chill and drink 40's with the Wu Tang Clan.,0,
16-Oct-12,10:04:47 AM, Romney Is Attacked by His  Father's Longtime Aide  - NYTimes,0,
16-Oct-12,10:05:09 AM,"When it comes to his $5 trillion  tax plan , don't let  Mitt Romney  give you the runaround.",-1,
16-Oct-12,10:05:16 AM, Gallup poll  shows  Romney  pulling ahead in  swing states  http://t.co/AdsyOBR5 #RomneyRyan2012,1,
16-Oct-12,10:05:16 AM,Somebody at the town hall debate tonight must call out  Mitt's   tax plan  bullshit:  http://t.co/VT4K5Pl9 via @dailykos #GOPLies #MittLies,-1,
16-Oct-12,10:05:18 AM,Love this: How the  Romney -Ryan tax plan is able to  cut taxes  by $5 trillion  without raising taxes  on the middle class. http://t.co/43L6qyHV,1,
16-Oct-12,10:05:20 AM,Your  Pre-Debate Guide for Small Business : Despite the seemingly unanimous opinion that  Romney  won the  last debat ... http://t.co/ywOjdOqo,0,
16-Oct-12,10:05:21 AM,“@AriBerman:  Obama  needs to make  Romney 's bogus  jobs plan  and fuzzy arithmetic a centerpiece of tonight's debate http://t.co/b6Fm3UD4” amen,2,
16-Oct-12,10:05:23 AM, Romney  now gaining ground in north east  democratic states ,1,
16-Oct-12,10:05:28 AM, Romney  will make 'great'  president : Former President George W. Bush re-affirmed his support of Mitt Romney,1,
16-Oct-12,10:05:28 AM,@iGrizz how will  Romney  realistically  bring jobs ? Like how is his plan going to be effective? Matter fact fuck this imma come thru later lol,-1,
16-Oct-12,10:05:31 AM,"@JansingCo I was listening on the radio so maybe I'm wrong, but did a  Romney  surrogate say that  Romney  is and has always been a "" moderate ""?",0,
16-Oct-12,10:05:36 AM," Romney ,  Obama  should discuss the threats to  cybersecurity  - Conservative News: http://t.co/z1T0eIGt",-1,
16-Oct-12,10:05:41 AM,Wonder how president Clinton will  support   Obama  now.,2,
16-Oct-12,10:05:50 AM,"During the primary fight, Mr.  Romney  said he would  veto the existing version of the Dream Act  #latino Lets not forget http://t.co/fIBa0lqA",0,
16-Oct-12,10:05:50 AM,Would You Be Richer If  Obama  Or  Romney  Won? Politify Shows You via techcrunch,2,
16-Oct-12,10:05:52 AM,@MittLies BREAKING: Details on  Romney ’s  tax plan  finally revealed http://t.co/X5lyyEH6,0,
16-Oct-12,10:05:57 AM,Daily Kos: Stephen Colbert destroys  Romney 's  tax plan  with one simple question http://t.co/57ipnliM via @dailykos,-1,
16-Oct-12,10:05:57 AM,@NolteNC  After he  lied  all this time.   Romney  has an opening there too,0,
16-Oct-12,10:06:27 AM,@kilmeade @foxandfriends Not in this format.Best is  Mitt  staying up all rounds.Simple pts win a math prob even pres cn understand.,1,
16-Oct-12,10:06:34 AM,GW Bush:  Romney  will make  'great' president ,1,
16-Oct-12,10:06:42 AM,George Bush said Mitt  Romney  will be a great  president  are people really respecting his opinion?,2,
16-Oct-12,10:06:42 AM,@kilmeade @foxandfriends Maybe so doesn't mean to say  things will get better  and that's what they need to do and if  Mitt  doesn't know how,1,
16-Oct-12,10:06:51 AM,"@jimmacpam @huffpostpol most of world rooting for potus, not just Ryan's Irish.  Romney  election has  grave  implications 4 US/other relations",-1,
16-Oct-12,10:06:59 AM,DNC Pokes Fun at  Romney 's Impossible  Tax Plan  with Perfect Parody Website,-1,
16-Oct-12,10:07:06 AM,@susanorlean I can't imagine how any  woman could possibly vote  for  Romney . Unless she were a celibate billionaire.,-1,
16-Oct-12,10:07:07 AM,"'If  Romney  wins, which means no more  food stamps , which mean the ghetto is going to have their own Hunger Games.'",-1,
16-Oct-12,10:07:07 AM,@TheAmericanPuls I  will NEVER vote  for  Romney !,-1,
16-Oct-12,10:07:18 AM,"@cam_Jus countdown to  Mitt  awkwardly saying "" gangnam style "" to a group of Asian people. http://t.co/KA0xuUVj",0,
16-Oct-12,10:07:24 AM,@Atlgreekpicnic  Romney  Sends Stacy Dash a THANK YOU Note Addressed to Ms. Houston.This  Fool  Think She Whitney http://t.co/GGD6KqOe #Romney,-1,
16-Oct-12,10:07:26 AM,@NolteNC Exactly. Hillary takes faux responsibility and  Obama  gives her faux support. Media swoons and  Romney  is evil for being political.,2,
16-Oct-12,10:07:28 AM, Mitt Romney's  jobs plan math is as bogus as his  tax plan  math http://t.co/ycgTjaI9 via @dailykos #JobCreator #InChina,-1,
16-Oct-12,10:07:32 AM,".@mtomasky If you add ""figuratively"" to every  Romney   promise ",0,
16-Oct-12,10:08:01 AM,"@pixelkitties Every time  romney  says something  stupid  take a swig.  Within 2 minutes of  debate , you'll be passed out on the floor.",1,
16-Oct-12,10:08:10 AM,"Worth a try :-) ""To learn how  Romney  will  cut taxes but not increase the deficit , click the 'get the details' button"": http://t.co/aEIapdJZ",1,
